geo_state_abbr,lat2,lon2,geo_county_fips,state_fips,geo_county_canonical,area_share,straddle,tiger_year
CT,40.98,-73.63,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,40.98,-73.62,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,40.99,-73.66,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,40.99,-73.65,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,40.99,-73.64,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,40.99,-73.61,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41,-73.66,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41,-73.65,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41,-73.64,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41,-73.63,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41,-73.58,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41,-73.57,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.66,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.65,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.64,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.63,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.62,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.61,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.59,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.58,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.01,-73.57,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.66,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.65,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.64,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.63,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.62,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.61,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.6,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.59,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.58,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.57,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.56,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.55,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.53,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.02,-73.52,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.67,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.66,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.65,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.64,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.63,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.62,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.61,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.6,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.59,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.58,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.57,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.56,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.55,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.54,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.53,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.03,-73.52,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.68,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.67,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.66,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.65,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.64,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.63,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.62,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.61,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.6,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.59,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.58,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.57,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.56,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.55,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.54,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.53,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.52,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.51,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.5,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.49,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.04,-73.48,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.69,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.68,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.67,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.66,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.65,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.64,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.63,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.62,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.61,09190,09,Western Connecticut Planning Region,1,FALSE,2023
CT,41.05,-73.6,09190,09,Western Connecticut Planning Region,1,FALSE,2023
